id,title,description,price,url,avg_review,image,company,tags,category,github_link,reviewcount,current_version,updated,thirdparty,require_license,pwa_ready,updated_at,created_at
1065,Magento 2 Order Details On Success Page,Magento 2 Order Details on Success Page extension shows all order information on the Thank you page after finishing checkout.,0,https://bsscommerce.com/magento-2-order-details-on-success-page-extension.html,3  Reviews,https://bsscommerce.com/pub/media/catalog/product/o/r/order-details-on-success-page-m2.png,BSSCommerce,,,,,,,,0,0,2022-01-23 01:36:54,2020-04-28 19:08:50
1069,Magento 2 Pre-Select Shipping/Payment,Magento 2 Pre-select Shipping/Payment FREE extension  speeds up customer checkout process by pre-selecting the shipping and payment methods.,0,https://bsscommerce.com/magento-2-preselect-shipping-payment-extension.html,2  Reviews,https://bsscommerce.com/pub/media/catalog/product/p/r/pre-select-shippingpayment.png,BSSCommerce,,,,,,,,0,0,2022-01-23 01:35:51,2020-04-28 19:08:50
1074,Magento 2 Product Images By Customer,â€œProduct images provided by shop owners are not enough for me when I consider making an online purchase!â€. Explore this extension to give your customers a chance to experience what actual products look like and decide to place an order without hesitance.,0,https://bsscommerce.com/magento-2-product-images-by-customer-extension.html,6  Reviews,https://bsscommerce.com/pub/media/catalog/product/p/r/product-images-by-customer_1.png,BSSCommerce,,,,,,,,0,0,2022-01-23 01:35:51,2020-04-28 19:08:50
1078,Magento 2 Product Widget Slider,Magento 2 Products Widget Slider extension attracts customersâ€™ attention by showing off profitable and hot products in your store by a slider.,0,https://bsscommerce.com/magento-2-products-widget-slider-extension.html,1  Reviews,https://bsscommerce.com/pub/media/catalog/product/p/r/products-widget-slider-m2.png,BSSCommerce,,,,,,,,0,0,2022-01-23 01:35:51,2020-04-28 19:08:50
1082,Magento 2 Quick View,Magento 2 Quick View extension allows customers to conveniently view products in Quick View pop-up without leaving current page.,0,https://bsscommerce.com/magento-2-quick-view-extension.html,10  Reviews,https://bsscommerce.com/pub/media/catalog/product/q/u/quick-view.png,BSSCommerce,,,,,,,,0,0,2022-01-23 01:35:51,2020-04-28 19:08:50
1083,Magento 2 Refund Request By Customer,Magento 2 Refund Request by Customer extensionÂ allows customers to submit a refund request on the Customer Account Page.,0,https://bsscommerce.com/magento-2-refund-request-by-customer-extension.html,2  Reviews,https://bsscommerce.com/pub/media/catalog/product/r/e/refund-request-by-customer-m2.png,BSSCommerce,,,,,,,,0,0,2022-01-23 01:35:51,2020-04-28 19:08:50
1084,Magento 2 Reindex From Backend,Reindex from Backend for Magento 2 allows admin to reindex data from backend at any time without the help from a developer.,0,https://bsscommerce.com/magento-2-reindex-from-backend-extension.html,3  Reviews,https://bsscommerce.com/pub/media/catalog/product/r/e/reindex-from-backend.png,BSSCommerce,,,,,,,,0,0,2022-01-23 01:39:50,2020-04-28 19:08:50
1094,Magento 2 Social Login,"Magento 2 Social Login extension allows customer to log in Magento site through social media accounts like Facebook, Twitter, Google Plusâ€¦",0,https://bsscommerce.com/magento-2-social-login-extension.html,6  Reviews,https://bsscommerce.com/pub/media/catalog/product/s/o/social-login-m2.png,BSSCommerce,,social,,,,,,0,0,2022-01-23 01:35:51,2020-04-28 19:08:50
1097,Magento 2 Storeview Flags,"Do you find the default dropdown menu of store views in your website so boring? The global current trend of Ecommerce sites is using flags to symbolize for/enclose with store views, representing modernity, and convenience. Â 
Itâ€™s time to change the faces of your store views now!",0,https://bsscommerce.com/magento-2-storeview-flags-extension.html,2  Reviews,https://bsscommerce.com/pub/media/catalog/product/s/t/storeview-flag-m2_1.png,BSSCommerce,,,,,,,,0,0,2022-01-23 01:35:51,2020-04-28 19:08:50
1152,Developer-Debug Tool [M2],"Developer-Debug Tool by CedCommerce for Magento 2.0 is a development and debugging extension, which aims at easing developers concerns by fetching vital...",0,https://cedcommerce.com/magento-2-extensions/developer-debug-tool,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/d/e/debug_tool_m2.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:37:07,2020-05-02 02:43:08
1170,GIFT CARD EXTENSION [M2],Gift Card Extension for Magento 2 by CedCommerce facilitates customers to purchase gift cards and send them to their friends over their email ids.,0,https://cedcommerce.com/magento-2-extensions/gift-card-extension,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/g/i/gift-card-extension2.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:39:50,2020-05-02 02:43:08
1179,HubSpot Magento 2 Integration,"CedCommerce brings the HubSpot E-Commerce Bridge Integration, you may integrate your Magento store with HubSpot and sync the crucial business data.",0,https://cedcommerce.com/magento-2-extensions/hubspot-ecomm-bridge-integration,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/h/u/hubspot-magento-2_1_.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:37:07,2020-05-02 02:43:08
1187,Magento 2 PWA Studio Theme,"Enhance the user experience, Lower maintenance cost and Swift loading. Utilize the most robust technology of Magento PWA Studio, ReactJS & GraphQL with...",0,https://cedcommerce.com/magento-2-extensions/magento-2-pwa-studio-theme,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/m/a/magento-2-pwa-studio-theme.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:37:07,2020-05-02 02:43:08
1192,Master Password Extension [M2],Master Password Extension allows Magento 2 Admin to log in any customer account with a global password.,0,https://cedcommerce.com/magento-2-extensions/master-password-extension,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/1/_/1_2_.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:37:07,2020-05-02 02:43:08
1202,Order Delete [M2],Order Delete module facilitate admin to delete unnecessary orders form Magento 2 site.,0,https://cedcommerce.com/magento-2-extensions/order-delete,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/o/r/order_delete_m2_1.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:37:07,2020-05-02 02:43:08
1316,AliExpress Magento 2 Integration,Ali Express Magento 2 Integration is a real-time eCommerce extension which enables to sell Magento store products on Aliexpress marketplace.,0,https://cedcommerce.com/magento-2-extensions/aliexpress-magento2-integration,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/a/l/aliexpress-magento-2-integration.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:36:07,2020-05-02 02:43:08
1317,Allyouneed Magento 2 Integration,CedCommerce Allyouneed-Magento 2 Integration enables merchants to create Magento 2 products on Allyouneed.com & manage Allyouneed orders & shipments itself...,0,https://cedcommerce.com/magento-2-extensions/allyouneed-magento-2-integration,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/a/l/allyouneed-marketplace-magento2.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:36:07,2020-05-02 02:43:08
1318,Amazon FBA Magento 2 Integration,Integration that connects Magento 2 store with Amazon Multi-Channel Fulfilment (MCF). Sellers can now simply access the benefits of Amazon FBA using this integration as it allows Magento 2 sellers to fulfill their store orders successfully. Amazon MCF(Multi-Channel Fulfillment) is a service offering order fulfillment which gives sellers access to the FBA service by fulfilling their multichannel orders and shipping them.,0,https://cedcommerce.com/magento-2-extensions/amazon-fba-magento-2-integration,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/a/m/amazon-fba-magento-2-integration2.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:36:07,2020-05-02 02:43:08
1319,Amazon Magento 2 MultiChannel Integration,CedCommerce Amazon-Magento 2 Integration enables merchants to create Magento products on Amazon.com & manage Amazon orders & shipments itself from Magento...,0,https://cedcommerce.com/magento-2-extensions/amazon-magento-2-multichannel-integration,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/a/m/amazon-magento-integrataion2_2.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:36:07,2020-05-02 02:43:08
1320,Amazon Magento 2 Repricer,"Repricer, a feature of Amazon Integration extension by Cedcommerce, enables users to determine and implement a perfect pricing point for their products...",0,https://cedcommerce.com/magento-2-extensions/amazon-repricer-magento-2,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/a/m/amazon-repricer-m2.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:36:07,2020-05-02 02:43:08
1321,Asos Magento 2 Integration,CedCommerce Asos-Magento 2 Integration enables merchants to create Magento 2 products on Asos.com & manage Asos orders & shipments itself from Magento...,0,https://cedcommerce.com/magento-2-extensions/asos-magento-2-integration,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/a/s/asos-magento-integrataion2.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:36:07,2020-05-02 02:43:08
1322,Bigcommerce Product Importer Addon [M2],Bigcommerce Product Importer Extension helps the vendors in importing the products from BigCommerce to magento.,0,https://cedcommerce.com/magento-2-extensions/marketplace/bigcommerce-product-importer-addon,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/b/i/bigcommerce-product-importer.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:36:07,2020-05-02 02:43:08
1323,Bigcommerce to Magento 2 Product Importer [M2],Bigcommerce To Magento Product Importer Extension helps in importing the products from BigCommerce to Magento.,0,https://cedcommerce.com/magento-2-extensions/bigcommerce-to-magento-2-product-importer,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/b/i/bigcommerce-to-magentoproductimporter_2.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:36:07,2020-05-02 02:43:08
1324,Bizrate Magento 2 Integration,CedCommerce Bizrate-Magento 2 Integration enables merchants to create Magento 2 products on Bizrate.com & manage Bizrate orders & shipments itself from...,0,https://cedcommerce.com/magento-2-extensions/bizrate-magento-2-integration,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/b/i/bizrate-magento-integrataion2.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:36:07,2020-05-02 02:43:08
1325,Blog Extension [M2],Be Connected to listen your regular and causal customers.,0,https://cedcommerce.com/magento-2-extensions/blog-extension,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/m/a/magento-2-blog.png,CEDCommerce,,blog,,,,,,0,0,2022-01-28 01:20:59,2020-05-02 02:43:08
1326,Bol Magento 2 Integration,CedCommerce Bol-Magento2 Integration enables merchants to create Magento products on Bol.com & manage Bol orders & shipments itself from Magento .,0,https://cedcommerce.com/magento-2-extensions/bol-magento-2-integration,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/b/o/bol-magento-2-integration.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:36:07,2020-05-02 02:43:08
1327,Booking Badges Addon[M2],Booking Badges addon is a powerful monitoring and regulation tool that empowers admin to award badges to vendor according to the sales and rating points...,0,https://cedcommerce.com/magento-2-extensions/booking-badges-addon,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/b/o/booking-badges-addon.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:36:07,2020-05-02 02:43:08
1328,Booking Citrus Payment Method Addon[M2],Integrate Citrus payment Gateway to your Magento 2 Store.,0,https://cedcommerce.com/magento-2-extensions/booking-citrus-payment-method-addon,,https://k4h6h8w8.stackpathcdn.com/media/catalog/product/cache/1/small_image/100x/9df78eab33525d08d6e5fb8d27136e95/i/m/imgpsh_fullsize.png,CEDCommerce,,,,,,,,0,0,2022-01-23 01:36:07,2020-05-02 02:43:08
